datetime,hour,day_of_year,month,day_of_week,pv_generation_kw,load_kw,price_per_kwh,seasonal_factor,is_weekend
2023-01-01 00:00:00,0,1,1,6,0.0,1.9726310051649505,0.1,0.3,1
2023-01-01 01:00:00,1,1,1,6,0.0,1.4596182599158696,0.1,0.3,1
2023-01-01 02:00:00,2,1,1,6,0.0,2.6613638586271042,0.1,0.3,1
2023-01-01 03:00:00,3,1,1,6,0.0,2.073070690564173,0.1,0.3,1
2023-01-01 04:00:00,4,1,1,6,0.0,2.0636952632418217,0.1,0.3,1
2023-01-01 05:00:00,5,1,1,6,0.0,2.5727203669822827,0.1,0.3,1
2023-01-01 06:00:00,6,1,1,6,0.0,3.468891394826098,0.15,0.3,1
2023-01-01 07:00:00,7,1,1,6,0.8972655051539715,5.146205082185001,0.15,0.3,1
2023-01-01 08:00:00,8,1,1,6,0.7538047664348557,4.666695738598475,0.15,0.3,1
2023-01-01 09:00:00,9,1,1,6,2.7202508673186196,2.214391174823999,0.15,0.3,1
2023-01-01 10:00:00,10,1,1,6,2.956104632139443,1.5009498227312164,0.15,0.3,1
2023-01-01 11:00:00,11,1,1,6,1.3027752995991781,0.7211887195124917,0.15,0.3,1
2023-01-01 12:00:00,12,1,1,6,1.7729113763569977,1.767190570996262,0.15,0.3,1
2023-01-01 13:00:00,13,1,1,6,2.8637893675772093,0.743065048414075,0.15,0.3,1
2023-01-01 14:00:00,14,1,1,6,2.630846549479731,1.3447306043360017,0.15,0.3,1
2023-01-01 15:00:00,15,1,1,6,1.5923572674726243,1.2809265090585518,0.15,0.3,1
2023-01-01 16:00:00,16,1,1,6,2.138698707752261,1.096230737738127,0.15,0.3,1
2023-01-01 17:00:00,17,1,1,6,0.5090646959374591,1.2054144564916294,0.15,0.3,1
2023-01-01 18:00:00,18,1,1,6,0.0,2.168082372341062,0.25,0.3,1
2023-01-01 19:00:00,19,1,1,6,0.0,2.268792292829124,0.25,0.3,1
2023-01-01 20:00:00,20,1,1,6,0.0,3.8300761905796135,0.25,0.3,1
2023-01-01 21:00:00,21,1,1,6,0.0,3.4539726076407673,0.25,0.3,1
2023-01-01 22:00:00,22,1,1,6,0.0,2.5796081289928816,0.1,0.3,1
2023-01-01 23:00:00,23,1,1,6,0.0,0.9305428400476046,0.1,0.3,1
2023-01-02 00:00:00,0,2,1,0,0.0,1.499281211662728,0.1,0.3,0
2023-01-02 01:00:00,1,2,1,0,0.0,1.820270511333274,0.1,0.3,0
2023-01-02 02:00:00,2,2,1,0,0.0,2.2720953537505464,0.1,0.3,0
2023-01-02 03:00:00,3,2,1,0,0.0,2.3012686169750447,0.1,0.3,0
2023-01-02 04:00:00,4,2,1,0,0.0,2.1104363999444677,0.1,0.3,0
2023-01-02 05:00:00,5,2,1,0,0.0,2.3044382931416907,0.1,0.3,0
2023-01-02 06:00:00,6,2,1,0,0.0,2.846527591565909,0.15,0.3,0
2023-01-02 07:00:00,7,2,1,0,0.031065989230630975,4.521604421182162,0.15,0.3,0
2023-01-02 08:00:00,8,2,1,0,1.0960086818983528,3.954675455640937,0.15,0.3,0
2023-01-02 09:00:00,9,2,1,0,0.0,2.310819277865414,0.15,0.3,0
2023-01-02 10:00:00,10,2,1,0,0.03295171211049075,1.0285250894298024,0.15,0.3,0
2023-01-02 11:00:00,11,2,1,0,1.3235616164098087,1.5207603386909418,0.15,0.3,0
2023-01-02 12:00:00,12,2,1,0,0.0,1.0526184909714575,0.15,0.3,0
2023-01-02 13:00:00,13,2,1,0,2.1495543319599233,0.5410824478612546,0.15,0.3,0
2023-01-02 14:00:00,14,2,1,0,1.122933625273023,0.9669069165075945,0.15,0.3,0
2023-01-02 15:00:00,15,2,1,0,0.7438108836123187,1.1433691819759766,0.15,0.3,0
2023-01-02 16:00:00,16,2,1,0,2.9694785605542915,0.6741619903764917,0.15,0.3,0
2023-01-02 17:00:00,17,2,1,0,0.4181439433739699,1.66705293195041,0.15,0.3,0
2023-01-02 18:00:00,18,2,1,0,0.0,2.116811345679671,0.25,0.3,0
2023-01-02 19:00:00,19,2,1,0,0.0,1.8788362714240185,0.25,0.3,0
2023-01-02 20:00:00,20,2,1,0,0.0,3.4544648145199037,0.25,0.3,0
2023-01-02 21:00:00,21,2,1,0,0.0,2.83253911897415,0.25,0.3,0
2023-01-02 22:00:00,22,2,1,0,0.0,2.449515910376573,0.1,0.3,0
2023-01-02 23:00:00,23,2,1,0,0.0,2.0904751940881345,0.1,0.3,0
2023-01-03 00:00:00,0,3,1,1,0.0,2.0105606839437984,0.1,0.3,0
2023-01-03 01:00:00,1,3,1,1,0.0,2.6649406372109494,0.1,0.3,0
2023-01-03 02:00:00,2,3,1,1,0.0,2.1074673175371568,0.1,0.3,0
2023-01-03 03:00:00,3,3,1,1,0.0,2.4186862380688563,0.1,0.3,0
2023-01-03 04:00:00,4,3,1,1,0.0,2.451744627907452,0.1,0.3,0
2023-01-03 05:00:00,5,3,1,1,0.0,2.0480312662178495,0.1,0.3,0
2023-01-03 06:00:00,6,3,1,1,0.0,3.478283430714148,0.15,0.3,0
2023-01-03 07:00:00,7,3,1,1,0.5109981516629936,4.0998866236825044,0.15,0.3,0
2023-01-03 08:00:00,8,3,1,1,0.0,3.640616772289549,0.15,0.3,0
2023-01-03 09:00:00,9,3,1,1,0.773007204519397,1.719304079754436,0.15,0.3,0
2023-01-03 10:00:00,10,3,1,1,1.6852080921110997,1.1767324310392981,0.15,0.3,0
2023-01-03 11:00:00,11,3,1,1,0.7937261730466116,0.9938380865490206,0.15,0.3,0
2023-01-03 12:00:00,12,3,1,1,2.321762854122365,1.2927421055027304,0.15,0.3,0
2023-01-03 13:00:00,13,3,1,1,0.9019230126936324,1.1568990015245593,0.15,0.3,0
2023-01-03 14:00:00,14,3,1,1,1.6776309184281637,0.7803215551733985,0.15,0.3,0
2023-01-03 15:00:00,15,3,1,1,1.4733482638076238,0.5,0.15,0.3,0
2023-01-03 16:00:00,16,3,1,1,3.3174450345829367,1.031497640881991,0.15,0.3,0
2023-01-03 17:00:00,17,3,1,1,0.8957718638083237,1.67457125586965,0.15,0.3,0
2023-01-03 18:00:00,18,3,1,1,0.0,2.247414289510447,0.25,0.3,0
2023-01-03 19:00:00,19,3,1,1,0.0,3.0782708233069407,0.25,0.3,0
2023-01-03 20:00:00,20,3,1,1,0.0,3.2754182865322448,0.25,0.3,0
2023-01-03 21:00:00,21,3,1,1,0.0,2.8113326841571245,0.25,0.3,0
2023-01-03 22:00:00,22,3,1,1,0.0,2.003587502005836,0.1,0.3,0
2023-01-03 23:00:00,23,3,1,1,0.0,1.740436236685241,0.1,0.3,0
2023-01-04 00:00:00,0,4,1,2,0.0,1.914747188855075,0.1,0.3,0
2023-01-04 01:00:00,1,4,1,2,0.0,2.1544395253189967,0.1,0.3,0
2023-01-04 02:00:00,2,4,1,2,0.0,2.1247606171719524,0.1,0.3,0
2023-01-04 03:00:00,3,4,1,2,0.0,2.1532302945956303,0.1,0.3,0
2023-01-04 04:00:00,4,4,1,2,0.0,1.89817180859413,0.1,0.3,0
2023-01-04 05:00:00,5,4,1,2,0.0,2.411669010073328,0.1,0.3,0
2023-01-04 06:00:00,6,4,1,2,0.0,3.2324937447072233,0.15,0.3,0
2023-01-04 07:00:00,7,4,1,2,0.0,4.246966792189415,0.15,0.3,0
2023-01-04 08:00:00,8,4,1,2,1.618533058381792,3.5269154803097535,0.15,0.3,0
2023-01-04 09:00:00,9,4,1,2,0.0,1.7125055327352654,0.15,0.3,0
2023-01-04 10:00:00,10,4,1,2,1.7733549968765001,1.550026707702052,0.15,0.3,0
2023-01-04 11:00:00,11,4,1,2,0.06591728123488605,1.0741235478461326,0.15,0.3,0
2023-01-04 12:00:00,12,4,1,2,0.7882671936026726,0.5,0.15,0.3,0
2023-01-04 13:00:00,13,4,1,2,1.6196729459027681,1.14709980524838,0.15,0.3,0
2023-01-04 14:00:00,14,4,1,2,3.601705098231786,1.2028684095815882,0.15,0.3,0
2023-01-04 15:00:00,15,4,1,2,2.1691156678850545,0.9235316428053254,0.15,0.3,0
2023-01-04 16:00:00,16,4,1,2,1.5463112143754763,1.4393388135131158,0.15,0.3,0
2023-01-04 17:00:00,17,4,1,2,0.6551472934383151,1.3616595202675343,0.15,0.3,0
2023-01-04 18:00:00,18,4,1,2,0.0,1.4872113138968508,0.25,0.3,0
2023-01-04 19:00:00,19,4,1,2,0.0,2.826512839973802,0.25,0.3,0
2023-01-04 20:00:00,20,4,1,2,0.0,3.4352936780510848,0.25,0.3,0
2023-01-04 21:00:00,21,4,1,2,0.0,2.763495425946246,0.25,0.3,0
2023-01-04 22:00:00,22,4,1,2,0.0,2.4622485681940645,0.1,0.3,0
2023-01-04 23:00:00,23,4,1,2,0.0,1.176317156833198,0.1,0.3,0
2023-01-05 00:00:00,0,5,1,3,0.0,2.2889523570491384,0.1,0.3,0
2023-01-05 01:00:00,1,5,1,3,0.0,1.7747597590683974,0.1,0.3,0
2023-01-05 02:00:00,2,5,1,3,0.0,1.8252835833434191,0.1,0.3,0
2023-01-05 03:00:00,3,5,1,3,0.0,2.160161329692383,0.1,0.3,0
2023-01-05 04:00:00,4,5,1,3,0.0,2.3215552519496527,0.1,0.3,0
2023-01-05 05:00:00,5,5,1,3,0.0,2.1394757775880064,0.1,0.3,0
2023-01-05 06:00:00,6,5,1,3,0.0,2.945781714901592,0.15,0.3,0
2023-01-05 07:00:00,7,5,1,3,0.0,4.130890917272103,0.15,0.3,0
2023-01-05 08:00:00,8,5,1,3,0.2303828499336842,3.3919508973648633,0.15,0.3,0
2023-01-05 09:00:00,9,5,1,3,0.8483767627282526,2.100037155801691,0.15,0.3,0
2023-01-05 10:00:00,10,5,1,3,2.5367877649692443,1.4684966653886002,0.15,0.3,0
2023-01-05 11:00:00,11,5,1,3,2.1388768533382994,0.8785079718246436,0.15,0.3,0
2023-01-05 12:00:00,12,5,1,3,0.3968984977847996,1.1807949891658087,0.15,0.3,0
2023-01-05 13:00:00,13,5,1,3,1.7341734060758724,1.3893904682041671,0.15,0.3,0
2023-01-05 14:00:00,14,5,1,3,1.593581240867428,0.6741935183370616,0.15,0.3,0
2023-01-05 15:00:00,15,5,1,3,1.4056544145387182,0.8146993614306225,0.15,0.3,0
2023-01-05 16:00:00,16,5,1,3,2.2009033284816737,1.6399175013718734,0.15,0.3,0
2023-01-05 17:00:00,17,5,1,3,1.854040189715031,1.791327839717506,0.15,0.3,0
2023-01-05 18:00:00,18,5,1,3,0.0,1.397757964644744,0.25,0.3,0
2023-01-05 19:00:00,19,5,1,3,0.0,2.834205600228207,0.25,0.3,0
2023-01-05 20:00:00,20,5,1,3,0.0,3.349775619770523,0.25,0.3,0
2023-01-05 21:00:00,21,5,1,3,0.0,3.263907911819167,0.25,0.3,0
2023-01-05 22:00:00,22,5,1,3,0.0,2.000760406667196,0.1,0.3,0
2023-01-05 23:00:00,23,5,1,3,0.0,1.4661370697857643,0.1,0.3,0
2023-01-06 00:00:00,0,6,1,4,0.0,1.7056292170913987,0.1,0.3,0
2023-01-06 01:00:00,1,6,1,4,0.0,1.8819273641608545,0.1,0.3,0
2023-01-06 02:00:00,2,6,1,4,0.0,2.455378185517535,0.1,0.3,0
2023-01-06 03:00:00,3,6,1,4,0.0,1.7865795893978922,0.1,0.3,0
2023-01-06 04:00:00,4,6,1,4,0.0,1.9520998621486187,0.1,0.3,0
2023-01-06 05:00:00,5,6,1,4,0.0,1.4559480186548015,0.1,0.3,0
2023-01-06 06:00:00,6,6,1,4,0.0,3.558203661116255,0.15,0.3,0
2023-01-06 07:00:00,7,6,1,4,1.288374874648441,4.752882703990163,0.15,0.3,0
2023-01-06 08:00:00,8,6,1,4,0.12294686658854725,3.67404001814465,0.15,0.3,0
2023-01-06 09:00:00,9,6,1,4,0.5672238109268285,2.074392843687517,0.15,0.3,0
2023-01-06 10:00:00,10,6,1,4,1.8835148496354277,1.2508669061087958,0.15,0.3,0
2023-01-06 11:00:00,11,6,1,4,2.7076110071368076,1.3960687025823897,0.15,0.3,0
2023-01-06 12:00:00,12,6,1,4,1.5523778235504992,1.0230137616473711,0.15,0.3,0
2023-01-06 13:00:00,13,6,1,4,1.2754047546231215,0.6358603201337101,0.15,0.3,0
2023-01-06 14:00:00,14,6,1,4,0.9444538166366875,0.5,0.15,0.3,0
2023-01-06 15:00:00,15,6,1,4,0.9382982531414774,0.5,0.15,0.3,0
2023-01-06 16:00:00,16,6,1,4,2.381667908679671,0.9056268076093629,0.15,0.3,0
2023-01-06 17:00:00,17,6,1,4,2.146756645182416,1.0564430124042472,0.15,0.3,0
2023-01-06 18:00:00,18,6,1,4,0.0,2.051338245775833,0.25,0.3,0
2023-01-06 19:00:00,19,6,1,4,0.0,2.505180283924208,0.25,0.3,0
2023-01-06 20:00:00,20,6,1,4,0.0,2.9792283714985857,0.25,0.3,0
2023-01-06 21:00:00,21,6,1,4,0.0,2.5626882520100254,0.25,0.3,0
2023-01-06 22:00:00,22,6,1,4,0.0,2.808327053567596,0.1,0.3,0
2023-01-06 23:00:00,23,6,1,4,0.0,2.0711457122142747,0.1,0.3,0
2023-01-07 00:00:00,0,7,1,5,0.0,2.781005726677247,0.1,0.3,1
2023-01-07 01:00:00,1,7,1,5,0.0,2.5209374532342292,0.1,0.3,1
2023-01-07 02:00:00,2,7,1,5,0.0,2.279919501375313,0.1,0.3,1
2023-01-07 03:00:00,3,7,1,5,0.0,2.9271693228714786,0.1,0.3,1
2023-01-07 04:00:00,4,7,1,5,0.0,2.418842693913888,0.1,0.3,1
2023-01-07 05:00:00,5,7,1,5,0.0,2.4092492575715663,0.1,0.3,1
2023-01-07 06:00:00,6,7,1,5,0.0,3.575409380996124,0.15,0.3,1
2023-01-07 07:00:00,7,7,1,5,0.3854136580215617,3.793568352742571,0.15,0.3,1
2023-01-07 08:00:00,8,7,1,5,1.7814222455917437,4.8047948595238115,0.15,0.3,1
2023-01-07 09:00:00,9,7,1,5,1.588424079134932,2.6119675170220167,0.15,0.3,1
2023-01-07 10:00:00,10,7,1,5,1.0047699822276084,1.338746020450934,0.15,0.3,1
2023-01-07 11:00:00,11,7,1,5,2.1548764376842566,0.9639783782053041,0.15,0.3,1
2023-01-07 12:00:00,12,7,1,5,3.3678675474306328,1.042799737135146,0.15,0.3,1
2023-01-07 13:00:00,13,7,1,5,1.361889245623166,0.7765523724538136,0.15,0.3,1
2023-01-07 14:00:00,14,7,1,5,3.3483345834747187,1.2014027733075452,0.15,0.3,1
2023-01-07 15:00:00,15,7,1,5,0.0,0.528115579460304,0.15,0.3,1
2023-01-07 16:00:00,16,7,1,5,3.4996753033691466,1.0507239513646915,0.15,0.3,1
2023-01-07 17:00:00,17,7,1,5,1.0044829808830291,1.636655277687355,0.15,0.3,1
2023-01-07 18:00:00,18,7,1,5,0.0,2.1515372976825393,0.25,0.3,1
2023-01-07 19:00:00,19,7,1,5,0.0,3.1523518597245754,0.25,0.3,1
2023-01-07 20:00:00,20,7,1,5,0.0,3.404562139863838,0.25,0.3,1
2023-01-07 21:00:00,21,7,1,5,0.0,2.993567871967245,0.25,0.3,1
2023-01-07 22:00:00,22,7,1,5,0.0,2.615734324680639,0.1,0.3,1
2023-01-07 23:00:00,23,7,1,5,0.0,2.208692379117368,0.1,0.3,1
2023-01-08 00:00:00,0,8,1,6,0.0,1.5191214641118629,0.1,0.3,1
2023-01-08 01:00:00,1,8,1,6,0.0,2.5146618602587116,0.1,0.3,1
2023-01-08 02:00:00,2,8,1,6,0.0,2.2402959692587885,0.1,0.3,1
2023-01-08 03:00:00,3,8,1,6,0.0,2.396517869442406,0.1,0.3,1
2023-01-08 04:00:00,4,8,1,6,0.0,1.9615852211427436,0.1,0.3,1
2023-01-08 05:00:00,5,8,1,6,0.0,2.0338886039045954,0.1,0.3,1
2023-01-08 06:00:00,6,8,1,6,0.0,3.9285417776081646,0.15,0.3,1
2023-01-08 07:00:00,7,8,1,6,0.0,4.836487010385051,0.15,0.3,1
2023-01-08 08:00:00,8,8,1,6,0.960827336370874,4.109165164622268,0.15,0.3,1
